Channel,Events
12,1
13,1
14,1
15,1
19,1
21,2
22,2
24,4
25,3
27,2
28,3
29,9
30,17
31,26
32,39
33,43
34,82
35,126
36,154
37,216
38,275
39,352
40,478
41,532
42,603
43,693
44,823
45,874
46,1033
47,1068
48,1039
49,918
50,779
51,760
52,701
53,679
54,701
55,758
56,780
57,847
58,868
59,835
60,840
61,772
62,757
63,796
64,762
65,718
66,686
67,638
68,618
69,568
70,542
71,487
72,475
73,428
74,400
75,386
76,372
77,344
78,288
79,286
80,263
81,237
82,223
83,186
84,194
85,148
86,151
87,159
88,135
89,119
90,139
91,117
92,121
93,94
94,89
95,82
96,75
97,63
98,42
99,51
100,36
101,26
102,29
103,19
104,22
105,14
106,20
107,26
108,21
109,16
110,20
111,13
112,16
113,23
114,15
115,18
116,11
117,13
118,7
119,13
120,10
121,6
122,8
123,6
124,9
125,7
126,10
127,11
128,3
129,6
130,2
131,4
132,4
133,4
134,4
135,3
136,5
137,4
138,1
139,7
140,6
141,2
142,6
144,4
145,3
146,1
147,3
148,2
150,4
151,1
152,3
153,2
156,1
158,2
159,1
160,5
163,2
164,1
165,1
166,2
168,3
169,1
170,1
172,2
173,2
176,1
177,1
178,3
184,1
185,1
187,1
188,1
191,2
192,2
195,1
198,1
202,2
204,1
217,1
220,1
225,1
226,1
228,1
232,1
237,1
238,1
244,1
