Channel,Events
14,1
15,2
16,2
17,1
19,3
20,10
21,8
22,18
23,21
24,13
25,3
26,1
28,2
31,5
32,6
33,9
34,12
35,5
36,18
37,34
38,136
39,352
40,759
41,1428
42,2319
43,3263
44,3831
45,3650
46,2936
47,1829
48,1039
49,404
50,175
51,82
52,75
53,75
54,99
55,98
56,88
57,73
58,69
59,40
60,36
61,23
62,15
63,19
64,28
65,30
66,34
67,33
68,27
69,25
70,23
71,33
72,29
73,31
74,31
75,38
76,64
77,84
78,99
79,116
80,170
81,239
82,335
83,440
84,529
85,556
86,624
87,627
88,592
89,526
90,446
91,330
92,227
93,118
94,84
95,56
96,45
97,34
98,31
99,43
100,32
101,21
102,31
103,18
104,15
105,7
106,8
107,10
108,14
109,11
110,13
111,9
112,10
113,3
114,11
115,6
116,8
117,11
118,11
119,12
120,7
121,9
122,15
123,8
124,7
125,16
126,15
127,10
128,15
129,14
130,15
131,10
132,9
133,9
134,7
135,4
136,4
137,3
138,5
139,1
140,3
142,2
143,3
144,1
145,2
146,1
147,2
148,1
150,1
152,1
153,2
155,1
156,1
157,3
159,1
160,2
161,2
162,1
163,3
164,2
165,2
166,3
167,3
169,3
170,1
171,2
172,1
174,3
175,3
177,2
178,1
180,1
181,1
183,1
187,1
189,1
190,1
196,1
212,1
238,1
239,2
242,1
