Channel,Events
12,6
13,1
14,6
15,4
16,5
17,7
18,4
19,2
20,3
21,2
22,8
23,9
24,20
25,55
26,62
27,93
28,115
29,146
30,195
31,232
32,301
33,368
34,420
35,638
36,812
37,1097
38,1415
39,1701
40,2081
41,2298
42,2501
43,2478
44,2398
45,2088
46,1787
47,1448
48,1045
49,808
50,555
51,383
52,300
53,204
54,151
55,128
56,127
57,110
58,100
59,98
60,97
61,84
62,56
63,74
64,82
65,62
66,72
67,49
68,69
69,66
70,52
71,68
72,65
73,58
74,39
75,41
76,49
77,39
78,38
79,43
80,24
81,35
82,21
83,21
84,18
85,18
86,17
87,8
88,15
89,13
90,10
91,11
92,6
93,4
94,4
95,5
96,9
97,3
98,2
99,1
100,3
103,1
104,2
105,2
106,2
107,1
108,2
110,2
111,1
113,1
114,1
117,1
119,2
120,1
121,3
123,2
124,1
125,2
126,2
128,3
129,1
130,1
133,1
135,1
138,1
139,1
141,2
143,1
144,1
146,1
150,1
152,1
155,1
158,1
162,1
165,2
171,1
173,1
177,1
178,1
179,1
189,3
192,2
195,1
196,1
198,1
203,1
210,1
212,1
219,1
223,1
235,1
238,2
240,1
242,1
243,1
246,1
247,1
