Channel,Events
12,4
13,7
14,8
15,9
16,2
17,5
18,2
19,2
20,5
21,8
22,10
23,9
24,8
25,6
26,6
27,6
28,6
29,8
30,12
31,11
32,5
33,12
34,10
35,29
36,23
37,45
38,62
39,103
40,301
41,701
42,1301
43,2026
44,2566
45,2496
46,1959
47,1219
48,645
49,306
50,158
51,117
52,110
53,124
54,128
55,119
56,118
57,127
58,100
59,128
60,110
61,151
62,180
63,217
64,274
65,304
66,388
67,394
68,434
69,401
70,415
71,494
72,455
73,499
74,497
75,438
76,530
77,496
78,506
79,505
80,518
81,461
82,528
83,597
84,612
85,635
86,617
87,622
88,572
89,507
90,388
91,281
92,198
93,154
94,113
95,71
96,63
97,47
98,38
99,36
100,35
101,21
102,21
103,13
104,13
105,9
106,18
107,12
108,12
109,7
110,7
111,7
112,10
113,9
114,6
115,7
116,6
117,7
118,17
119,12
120,5
121,8
122,6
123,5
124,4
125,7
126,7
127,8
128,8
129,6
130,4
131,9
132,6
133,5
134,9
135,7
136,1
137,3
138,3
139,3
140,6
141,9
143,2
144,5
145,2
146,2
147,5
148,3
149,4
150,2
151,2
152,2
153,2
154,1
155,5
156,3
157,7
158,1
159,5
160,3
161,5
162,4
163,4
164,3
165,1
166,2
167,2
168,4
169,1
170,2
171,1
172,2
173,1
174,1
175,4
176,1
177,3
178,1
179,1
180,1
181,2
183,2
184,1
186,2
187,2
188,2
189,1
191,1
193,2
195,4
197,1
201,2
205,3
206,1
207,1
211,2
213,2
215,2
221,2
222,1
230,1
231,1
232,1
