Channel,Events
12,21
13,27
14,17
15,4
16,12
17,13
18,18
19,15
20,22
21,22
22,15
23,13
24,10
25,12
26,6
27,5
28,16
29,9
30,15
31,23
32,22
33,29
34,41
35,99
36,224
37,584
38,1224
39,1862
40,2245
41,2188
42,1667
43,1009
44,490
45,224
46,126
47,86
48,117
49,137
50,127
51,113
52,144
53,92
54,116
55,169
56,180
57,221
58,321
59,305
60,380
61,394
62,495
63,461
64,525
65,565
66,514
67,550
68,561
69,523
70,562
71,522
72,627
73,599
74,651
75,711
76,820
77,852
78,877
79,910
80,811
81,728
82,588
83,442
84,320
85,220
86,149
87,98
88,75
89,59
90,67
91,46
92,40
93,38
94,34
95,31
96,22
97,16
98,11
99,17
100,16
101,8
102,9
103,17
104,13
105,13
106,7
107,8
108,15
109,7
110,15
111,9
112,8
113,6
114,10
115,8
116,9
117,9
118,9
119,8
120,5
121,5
122,7
123,2
124,9
125,8
126,2
127,4
128,3
129,8
130,4
131,7
132,3
133,7
134,4
135,5
136,4
137,2
138,3
139,6
140,3
141,4
142,1
143,6
144,4
145,1
146,2
147,3
148,4
149,4
150,1
151,1
152,3
153,3
154,2
156,5
157,5
161,3
162,1
163,1
164,2
165,1
166,1
168,2
175,1
181,1
182,1
186,1
190,1
191,1
195,1
202,2
204,1
207,1
208,1
209,1
210,1
211,1
216,1
218,1
227,1
234,3
235,1
240,1
