,fov,peak,birth_label,birth_time,division_time,sb,sd,delta,elong_rate,tau,width,septum_position
f10p0203t0252r01,10,203,1,252,269,2.015625,3.580078125,1.56640625,0.66796875,51.0,0.508,0.5087890625
f10p0203t0269r01,10,203,1,269,290,1.8212890625,3.970703125,2.1484375,0.697265625,63.0,0.505,0.491455078125
f10p0203t0269r02,10,203,2,269,287,1.759765625,3.53125,1.7705078125,0.77099609375,54.0,0.5356,0.49755859375
f10p0203t0290r01,10,203,1,290,306,1.951171875,3.708984375,1.7578125,0.82861328125,48.0,0.492,0.45556640625
f10p0203t0290r02,10,203,2,290,306,2.01953125,4.109375,2.091796875,0.853515625,48.0,0.5034,0.42724609375
f10p0203t0306r01,10,203,1,306,324,1.6904296875,3.255859375,1.56640625,0.705078125,54.0,0.5337,0.50048828125
f10p0203t0306r03,10,203,3,306,322,1.755859375,3.46875,1.712890625,0.8359375,48.0,0.5337,0.52978515625
f10p0203t0306r04,10,203,4,306,325,2.353515625,4.875,2.521484375,0.80078125,57.0,0.5044,0.5068359375
f10p0203t0324r02,10,203,2,324,341,1.6259765625,3.1953125,1.5693359375,0.82177734375,51.0,0.49,0.48974609375
f10p0203t0341r02,10,203,2,341,360,1.5654296875,3.365234375,1.80078125,0.78466796875,57.0,0.5254,0.50341796875
f10p0203t0358r02,10,203,2,358,377,1.6904296875,3.58984375,1.900390625,0.7919921875,57.0,0.556,0.49169921875
f10p0203t0358r03,10,203,3,358,377,1.759765625,3.791015625,2.03125,0.771484375,57.0,0.533,0.4658203125
f10p0203t0360r01,10,203,1,360,380,1.966796875,4.265625,2.298828125,0.78857421875,60.0,0.525,0.446044921875
f10p0203t0360r02,10,203,2,360,377,1.759765625,3.34765625,1.5888671875,0.7412109375,51.0,0.544,0.494873046875
f10p0203t0377r03,10,203,3,377,395,1.69140625,3.5,1.80859375,0.7568359375,54.0,0.526,0.50439453125
f10p0203t0380r01,10,203,1,380,396,1.9033203125,3.716796875,1.814453125,0.87646484375,48.0,0.529,0.457763671875
f10p0203t0396r01,10,203,1,396,413,1.701171875,3.380859375,1.6796875,0.78125,51.0,0.55,0.48095703125
f10p0203t0396r02,10,203,2,396,413,2.015625,4.03515625,2.01953125,0.85595703125,51.0,0.5273,0.5166015625
f10p0203t0407r04,10,203,4,407,423,2.015625,4.265625,2.251953125,0.91015625,48.0,0.52,0.521484375
f10p0203t0408r03,10,203,3,408,424,1.9501953125,3.775390625,1.8251953125,0.85009765625,48.0,0.5117,0.482421875
f10p0203t0413r01,10,203,1,413,435,1.6259765625,4.2265625,2.6015625,0.8427734375,66.0,0.554,0.4736328125
f10p0203t0413r02,10,203,2,413,430,1.7548828125,3.81640625,2.060546875,0.857421875,51.0,0.543,0.515625
f10p0203t0413r03,10,203,3,413,429,2.083984375,4.05859375,1.9765625,0.82470703125,48.0,0.5454,0.5029296875
f10p0203t0429r04,10,203,4,429,448,2.01953125,3.84375,1.8251953125,0.66015625,57.0,0.512,0.5263671875
f10p0203t0430r02,10,203,2,430,445,1.966796875,3.845703125,1.8779296875,0.84228515625,45.0,0.536,0.4736328125
f10p0203t0448r01,10,203,1,448,465,1.63671875,3.591796875,1.9560546875,0.8984375,51.0,0.5005,0.452392578125
f10p0203t0448r02,10,203,2,448,462,1.8955078125,3.771484375,1.876953125,0.89111328125,42.0,0.4924,0.5517578125
f10p0203t0465r01,10,203,1,465,482,1.625,3.314453125,1.6904296875,0.84130859375,51.0,0.511,0.411865234375
f10p0203t0483r03,10,203,3,483,496,2.353515625,4.05859375,1.703125,0.8125,39.0,0.4797,0.5029296875
f10p0278t0033r01,10,278,1,33,44,2.470703125,4.0390625,1.568359375,0.94384765625,33.0,0.514,0.5009765625
f10p0278t0044r01,10,278,1,44,61,2.0234375,4.109375,2.083984375,0.83447265625,51.0,0.486,0.5244140625
f10p0278t0044r02,10,278,2,44,63,2.015625,4.234375,2.21875,0.802734375,57.0,0.5186,0.460693359375
f10p0278t0050r04,10,278,4,50,63,2.556640625,4.33203125,1.7763671875,0.81201171875,39.0,0.5386,0.55859375
f10p0278t0061r01,10,278,1,61,77,2.154296875,4.32421875,2.16796875,0.8583984375,48.0,0.5225,0.5400390625
f10p0278t0061r02,10,278,2,61,79,1.9541015625,4.0390625,2.0859375,0.828125,54.0,0.517,0.48291015625
f10p0278t0063r03,10,278,3,63,76,1.951171875,3.447265625,1.4951171875,0.89306640625,39.0,0.5435,0.43408203125
f10p0278t0063r04,10,278,4,63,80,2.283203125,4.03125,1.7470703125,0.67236328125,51.0,0.5156,0.4775390625
f10p0278t0077r01,10,278,1,77,90,2.333984375,3.841796875,1.5087890625,0.775390625,39.0,0.4978,0.495361328125
f10p0278t0077r02,10,278,2,77,94,1.98828125,4.12890625,2.140625,0.826171875,51.0,0.509,0.458984375
f10p0278t0090r01,10,278,1,90,109,1.9033203125,4.12109375,2.21875,0.82568359375,57.0,0.512,0.5224609375
f10p0278t0090r02,10,278,2,90,109,1.939453125,4.01953125,2.080078125,0.7197265625,57.0,0.5303,0.5400390625
f10p0278t0094r03,10,278,3,94,109,1.8955078125,3.775390625,1.880859375,0.8232421875,45.0,0.5176,0.49951171875
f10p0278t0094r04,10,278,4,94,116,2.234375,4.8203125,2.583984375,0.748046875,66.0,0.5137,0.52783203125
f10p0278t0109r01,10,278,1,109,126,2.154296875,4.23046875,2.076171875,0.84619140625,51.0,0.512,0.5224609375
f10p0278t0109r03,10,278,3,109,123,2.169921875,3.90625,1.736328125,0.8662109375,42.0,0.541,0.54931640625
f10p0278t0109r04,10,278,4,109,124,1.8486328125,3.53125,1.6826171875,0.7724609375,45.0,0.542,0.51806640625
f10p0278t0123r04,10,278,4,123,139,1.759765625,3.708984375,1.9501953125,0.8466796875,48.0,0.5415,0.50830078125
f10p0278t0125r02,10,278,2,125,141,1.98828125,3.791015625,1.802734375,0.810546875,48.0,0.549,0.447021484375
f10p0278t0126r01,10,278,1,126,139,2.2109375,3.640625,1.4296875,0.78173828125,39.0,0.4824,0.51806640625
f10p0278t0126r02,10,278,2,126,143,2.01953125,4.06640625,2.048828125,0.8330078125,51.0,0.531,0.495361328125
f10p0278t0139r01,10,278,1,139,158,1.884765625,3.8359375,1.9501953125,0.75537109375,57.0,0.493,0.491455078125
f10p0278t0139r02,10,278,2,139,155,1.7548828125,3.650390625,1.89453125,0.8115234375,48.0,0.513,0.537109375
f10p0278t0155r02,10,278,2,155,176,1.9599609375,4.16015625,2.203125,0.7705078125,63.0,0.5474,0.453125
f10p0278t0158r01,10,278,1,158,181,1.884765625,4.7890625,2.90625,0.82177734375,69.0,0.4993,0.5087890625
f10p0278t0158r02,10,278,2,158,174,1.9501953125,3.857421875,1.908203125,0.8525390625,48.0,0.5117,0.5400390625
f10p0278t0174r02,10,278,2,174,191,2.083984375,3.779296875,1.6953125,0.76123046875,51.0,0.472,0.5185546875
f10p0278t0195r02,10,278,2,195,210,1.9599609375,3.51953125,1.5595703125,0.810546875,45.0,0.4949,0.5
f10p0278t0209r03,10,278,3,209,226,1.9541015625,3.83203125,1.876953125,0.88330078125,51.0,0.523,0.5390625
f10p0278t0209r04,10,278,4,209,226,1.82421875,3.681640625,1.8564453125,0.736328125,51.0,0.5317,0.494384765625
f10p0278t0210r02,10,278,2,210,228,1.759765625,3.580078125,1.8203125,0.8095703125,54.0,0.501,0.490234375
f10p0278t0228r03,10,278,3,228,242,1.8857421875,3.564453125,1.677734375,0.8916015625,42.0,0.5317,0.5263671875
f10p0278t0258r03,10,278,3,258,275,2.275390625,3.84375,1.568359375,0.6708984375,51.0,0.5044,0.525390625
f10p0278t0259r02,10,278,2,259,273,2.373046875,4.05078125,1.6767578125,0.751953125,42.0,0.525,0.484130859375
f10p0278t0261r03,10,278,3,261,274,2.234375,3.904296875,1.6708984375,0.8349609375,39.0,0.5376,0.49951171875
f10p0278t0273r02,10,278,2,273,288,1.9599609375,3.4453125,1.4853515625,0.75341796875,45.0,0.534,0.490478515625
f10p0278t0273r03,10,278,3,273,289,2.08984375,3.91796875,1.8291015625,0.8203125,48.0,0.534,0.4814453125
f10p0278t0274r02,10,278,2,274,288,2.283203125,3.998046875,1.71484375,0.81640625,42.0,0.5386,0.53759765625
f10p0278t0288r02,10,278,2,288,303,2.1484375,4.17578125,2.02734375,0.87109375,45.0,0.5493,0.517578125
f10p0278t0288r03,10,278,3,288,307,1.8486328125,4.49609375,2.646484375,0.91650390625,57.0,0.565,0.53515625
f10p0278t0290r01,10,278,1,290,301,2.806640625,4.03125,1.22265625,0.72607421875,33.0,0.5,0.51611328125
f10p0278t0290r02,10,278,2,290,301,2.40625,3.78515625,1.37890625,0.90625,33.0,0.5293,0.483642578125
f10p0278t0301r01,10,278,1,301,318,2.080078125,4.296875,2.21875,0.84130859375,51.0,0.507,0.54541015625
f10p0278t0301r02,10,278,2,301,316,1.9501953125,3.66015625,1.7109375,0.82373046875,45.0,0.5254,0.53271484375
f10p0278t0301r03,10,278,3,301,319,1.830078125,3.84375,2.013671875,0.87890625,54.0,0.5347,0.491455078125
f10p0278t0301r04,10,278,4,301,317,1.9541015625,3.96484375,2.009765625,0.79541015625,48.0,0.5415,0.475341796875
f10p0278t0316r02,10,278,2,316,330,1.951171875,3.646484375,1.6943359375,0.830078125,42.0,0.5293,0.50048828125
f10p0278t0316r03,10,278,3,316,332,1.7099609375,3.380859375,1.669921875,0.876953125,48.0,0.5317,0.51904296875
f10p0278t0318r01,10,278,1,318,331,2.34375,3.705078125,1.361328125,0.77880859375,39.0,0.4849,0.5791015625
f10p0278t0318r02,10,278,2,318,341,1.9541015625,4.9453125,2.9921875,0.81640625,69.0,0.507,0.5
f10p0278t0331r01,10,278,1,331,347,2.14453125,3.654296875,1.509765625,0.6982421875,48.0,0.4792,0.4638671875
f10p0278t0331r02,10,278,2,331,349,1.5595703125,3.580078125,2.021484375,0.83251953125,54.0,0.534,0.509765625
f10p0278t0341r03,10,278,3,341,351,2.47265625,4.19140625,1.7177734375,1.0263671875,30.0,0.526,0.4716796875
f10p0278t0347r01,10,278,1,347,369,1.6953125,3.900390625,2.205078125,0.787109375,66.0,0.483,0.53369140625
f10p0278t0347r02,10,278,2,347,366,1.9599609375,4.30859375,2.34765625,0.896484375,57.0,0.5034,0.51513671875
f10p0278t0349r03,10,278,3,349,366,1.82421875,3.451171875,1.6259765625,0.74462890625,51.0,0.5024,0.489990234375
f10p0278t0349r04,10,278,4,349,365,1.755859375,3.71484375,1.958984375,0.9541015625,48.0,0.5225,0.50732421875
f10p0278t0366r03,10,278,3,366,384,2.08984375,4.2890625,2.201171875,0.78515625,54.0,0.5303,0.454345703125
f10p0278t0369r01,10,278,1,369,385,2.080078125,4.23046875,2.1484375,0.857421875,48.0,0.506,0.55419921875
f10p0278t0369r02,10,278,2,369,386,1.8203125,3.646484375,1.826171875,0.76416015625,51.0,0.5146,0.552734375
f10p0278t0385r01,10,278,1,385,402,2.34375,4.109375,1.765625,0.6865234375,51.0,0.4868,0.5546875
f10p0278t0385r02,10,278,2,385,403,1.8857421875,3.837890625,1.951171875,0.8037109375,54.0,0.4917,0.50830078125
f10p0278t0386r03,10,278,3,386,403,2.015625,4.0390625,2.0234375,0.76953125,51.0,0.5215,0.4990234375
f10p0278t0402r01,10,278,1,402,419,2.279296875,4.03515625,1.755859375,0.70166015625,51.0,0.4907,0.53173828125
f10p0278t0402r02,10,278,2,402,418,1.830078125,3.595703125,1.765625,0.8291015625,48.0,0.5215,0.54248046875
f10p0278t0403r03,10,278,3,403,421,1.951171875,4.2734375,2.32421875,0.7861328125,54.0,0.5137,0.498046875
f10p0278t0403r04,10,278,4,403,419,1.8857421875,3.771484375,1.884765625,0.857421875,48.0,0.5005,0.465576171875
f10p0278t0418r03,10,278,3,418,436,1.6455078125,3.595703125,1.9501953125,0.90185546875,54.0,0.534,0.5087890625
f10p0278t0419r01,10,278,1,419,434,2.14453125,3.986328125,1.8408203125,0.85986328125,45.0,0.4958,0.509765625
f10p0278t0421r04,10,278,4,421,438,2.12890625,3.912109375,1.7822265625,0.80078125,51.0,0.5273,0.451416015625
f10p0278t0434r01,10,278,1,434,450,2.03125,3.90234375,1.8701171875,0.8056640625,48.0,0.4954,0.533203125
f10p0278t0434r02,10,278,2,434,452,1.9541015625,4.1796875,2.224609375,0.83544921875,54.0,0.5225,0.54638671875
f10p0278t0435r04,10,278,4,435,450,2.03125,3.857421875,1.8251953125,0.951171875,45.0,0.554,0.51025390625
f10p0278t0450r01,10,278,1,450,467,2.080078125,4.03515625,1.953125,0.78662109375,51.0,0.4888,0.50048828125
f10p0278t0450r02,10,278,2,450,470,1.8212890625,4.0390625,2.21875,0.78173828125,60.0,0.4963,0.484130859375
f10p0278t0452r03,10,278,3,452,466,2.283203125,4.0546875,1.7724609375,0.8720703125,42.0,0.5044,0.53271484375
f10p0278t0452r04,10,278,4,452,472,1.8955078125,4.234375,2.33984375,0.77978515625,60.0,0.548,0.52197265625
f10p0278t0466r03,10,278,3,466,484,2.16015625,4.2578125,2.09765625,0.7744140625,54.0,0.529,0.53955078125
f10p0278t0467r01,10,278,1,467,484,2.01953125,3.982421875,1.9638671875,0.7822265625,51.0,0.467,0.493896484375
f10p0278t0467r02,10,278,2,467,484,2.015625,3.9375,1.9228515625,0.76953125,51.0,0.5146,0.5302734375
f10p0278t0484r01,10,278,1,484,500,1.966796875,3.771484375,1.8037109375,0.85888671875,48.0,0.527,0.517578125
f10p0278t0484r03,10,278,3,484,495,2.08984375,3.328125,1.2392578125,0.8349609375,33.0,0.5264,0.52783203125
f10p0353t0012r02,10,353,2,12,32,1.69140625,4.14453125,2.455078125,0.890625,60.0,0.524,0.476806640625
f10p0353t0012r03,10,353,3,12,28,1.9541015625,4.23046875,2.275390625,1.015625,48.0,0.516,0.4765625
f10p0353t0015r01,10,353,1,15,32,1.5009765625,3.349609375,1.8486328125,0.8623046875,51.0,0.526,0.475830078125
f10p0353t0032r02,10,353,2,32,54,1.755859375,4.40234375,2.646484375,0.81005859375,66.0,0.5186,0.480712890625
f10p0353t0032r04,10,353,4,32,49,1.9765625,4.3046875,2.326171875,0.951171875,51.0,0.508,0.485595703125
f10p0353t0048r04,10,353,4,48,62,2.01953125,3.837890625,1.818359375,0.90576171875,42.0,0.5527,0.55908203125
f10p0353t0053r01,10,353,1,53,72,1.765625,3.900390625,2.134765625,0.8857421875,57.0,0.529,0.5
f10p0353t0053r02,10,353,2,53,69,1.9599609375,3.86328125,1.9033203125,0.82421875,48.0,0.5347,0.51171875
f10p0353t0054r03,10,353,3,54,68,2.1171875,3.744140625,1.6279296875,0.8466796875,42.0,0.516,0.493896484375
f10p0353t0068r03,10,353,3,68,89,1.8486328125,4.37890625,2.529296875,0.87353515625,63.0,0.517,0.447509765625
f10p0353t0069r02,10,353,2,69,84,1.9765625,3.8359375,1.859375,0.92724609375,45.0,0.553,0.49169921875
f10p0353t0072r01,10,353,1,72,87,1.951171875,3.845703125,1.89453125,0.91455078125,45.0,0.5474,0.490478515625
f10p0353t0072r02,10,353,2,72,87,1.9501953125,3.55859375,1.6083984375,0.81640625,45.0,0.5293,0.53759765625
f10p0353t0084r04,10,353,4,84,102,1.9501953125,3.78515625,1.8349609375,0.7900390625,54.0,0.549,0.483642578125
f10p0353t0087r01,10,353,1,87,105,1.8857421875,3.83984375,1.9541015625,0.82666015625,54.0,0.57,0.5087890625
f10p0353t0087r02,10,353,2,87,101,1.9599609375,3.671875,1.7109375,0.86767578125,42.0,0.5625,0.486083984375
f10p0353t0087r03,10,353,3,87,103,1.9130859375,3.642578125,1.7294921875,0.8642578125,48.0,0.529,0.410888671875
f10p0353t0101r02,10,353,2,101,116,1.78515625,3.396484375,1.611328125,0.8740234375,45.0,0.556,0.51806640625
f10p0353t0101r03,10,353,3,101,118,1.8857421875,3.533203125,1.6474609375,0.767578125,51.0,0.5527,0.479736328125
f10p0353t0105r01,10,353,1,105,121,1.9541015625,4.12109375,2.16796875,0.89453125,48.0,0.5635,0.55419921875
f10p0353t0105r02,10,353,2,105,121,1.8857421875,3.646484375,1.759765625,0.84716796875,48.0,0.5684,0.5361328125
f10p0353t0121r01,10,353,1,121,137,2.283203125,4.4375,2.154296875,0.81201171875,48.0,0.5415,0.529296875
f10p0353t0121r02,10,353,2,121,136,1.8388671875,3.650390625,1.8115234375,0.9169921875,45.0,0.5527,0.49853515625
f10p0353t0121r03,10,353,3,121,135,1.9541015625,3.7109375,1.7568359375,0.91357421875,42.0,0.5557,0.47412109375
f10p0353t0121r04,10,353,4,121,138,1.69140625,3.5859375,1.8955078125,0.8671875,51.0,0.56,0.51025390625
f10p0353t0135r04,10,353,4,135,149,1.951171875,3.71484375,1.763671875,0.9482421875,42.0,0.5474,0.52734375
f10p0353t0136r02,10,353,2,136,153,1.8203125,3.78515625,1.9638671875,0.95166015625,51.0,0.533,0.53515625
f10p0353t0136r03,10,353,3,136,151,1.830078125,3.744140625,1.9140625,0.90380859375,45.0,0.526,0.51416015625
f10p0353t0137r01,10,353,1,137,148,2.34765625,3.884765625,1.5361328125,0.91943359375,33.0,0.529,0.50439453125
f10p0353t0137r02,10,353,2,137,150,2.08984375,3.51953125,1.4306640625,0.818359375,39.0,0.5767,0.556640625
f10p0353t0148r01,10,353,1,148,162,1.9599609375,3.51171875,1.552734375,0.8154296875,42.0,0.5327,0.4814453125
f10p0353t0148r02,10,353,2,148,165,1.9248046875,3.71875,1.794921875,0.79345703125,51.0,0.5513,0.52685546875
f10p0353t0150r03,10,353,3,150,166,1.9599609375,3.70703125,1.74609375,0.767578125,48.0,0.565,0.5087890625
f10p0353t0162r01,10,353,1,162,181,1.69140625,3.599609375,1.908203125,0.77880859375,57.0,0.5273,0.52490234375
f10p0353t0162r02,10,353,2,162,178,1.8212890625,3.9375,2.115234375,0.93798828125,48.0,0.5366,0.51416015625
f10p0353t0165r03,10,353,3,165,179,1.9599609375,3.396484375,1.4365234375,0.8330078125,42.0,0.546,0.51806640625
f10p0353t0165r04,10,353,4,165,182,1.759765625,3.83984375,2.080078125,0.92626953125,51.0,0.5796,0.5087890625
f10p0353t0178r02,10,353,2,178,194,2.0234375,4.03515625,2.01171875,0.8701171875,48.0,0.561,0.484375
f10p0353t0181r01,10,353,1,181,198,1.8896484375,3.705078125,1.81640625,0.8212890625,51.0,0.5522,0.5439453125
f10p0353t0181r02,10,353,2,181,199,1.7099609375,3.64453125,1.9345703125,0.83935546875,54.0,0.5137,0.4814453125
f10p0353t0194r04,10,353,4,194,212,2.080078125,4.17578125,2.095703125,0.7490234375,54.0,0.55,0.46728515625
f10p0353t0198r01,10,353,1,198,214,2.015625,3.970703125,1.9541015625,0.83154296875,48.0,0.5557,0.5078125
f10p0353t0198r02,10,353,2,198,217,1.6904296875,3.716796875,2.025390625,0.822265625,57.0,0.548,0.52734375
f10p0353t0199r03,10,353,3,199,217,1.7548828125,3.83984375,2.083984375,0.85302734375,54.0,0.5483,0.490966796875
f10p0353t0214r01,10,353,1,214,232,2.015625,4.3046875,2.287109375,0.8720703125,54.0,0.51,0.49951171875
f10p0353t0214r02,10,353,2,214,229,1.9541015625,4.2578125,2.3046875,0.92138671875,45.0,0.527,0.4072265625
f10p0353t0217r03,10,353,3,217,234,1.9599609375,4.109375,2.1484375,0.82666015625,51.0,0.5757,0.5244140625
f10p0353t0229r02,10,353,2,229,248,1.734375,4.0390625,2.306640625,0.798828125,57.0,0.547,0.51513671875
f10p0353t0229r03,10,353,3,229,248,2.5234375,4.2734375,1.7509765625,0.7705078125,57.0,0.5376,0.498046875
f10p0353t0232r01,10,353,1,232,246,2.1484375,3.90625,1.7568359375,0.8701171875,42.0,0.5073,0.51611328125
f10p0353t0232r02,10,353,2,232,246,2.154296875,3.896484375,1.7431640625,0.83349609375,42.0,0.5273,0.486328125
f10p0353t0246r02,10,353,2,246,263,1.8896484375,3.876953125,1.986328125,0.841796875,51.0,0.4998,0.50341796875
f10p0353t0246r03,10,353,3,246,263,1.8955078125,3.60546875,1.7099609375,0.779296875,51.0,0.537,0.474365234375
f10p0353t0246r04,10,353,4,246,261,2.001953125,4.0546875,2.052734375,0.8984375,45.0,0.535,0.48095703125
f10p0353t0281r02,10,353,2,281,297,2.146484375,3.966796875,1.8212890625,0.78125,48.0,0.5415,0.55712890625
f10p0353t0286r04,10,353,4,286,304,2.234375,4.4296875,2.1953125,0.86669921875,54.0,0.528,0.5009765625
f10p0353t0311r02,10,353,2,311,318,2.73046875,3.61328125,0.8828125,0.8759765625,21.0,0.5474,0.5087890625
f10p0353t0318r02,10,353,2,318,335,1.8388671875,3.724609375,1.8857421875,0.82470703125,51.0,0.5386,0.49365234375
f10p0353t0318r03,10,353,3,318,340,1.7744140625,4.37109375,2.59765625,0.8779296875,66.0,0.5503,0.50927734375
f10p0353t0321r01,10,353,1,321,334,2.548828125,4.1015625,1.5517578125,0.76513671875,39.0,0.4988,0.5390625
f10p0353t0321r02,10,353,2,321,335,2.041015625,3.904296875,1.86328125,0.86669921875,42.0,0.5537,0.49951171875
f10p0353t0334r01,10,353,1,334,350,2.2109375,3.97265625,1.7626953125,0.7119140625,48.0,0.4663,0.55712890625
f10p0353t0334r02,10,353,2,334,351,1.8896484375,3.732421875,1.84375,0.837890625,51.0,0.5293,0.490234375
f10p0353t0350r01,10,353,1,350,368,2.212890625,4.40234375,2.1875,0.75,54.0,0.4937,0.54833984375
f10p0353t0350r02,10,353,2,350,368,1.759765625,3.404296875,1.64453125,0.8037109375,54.0,0.558,0.478759765625
f10p0353t0351r03,10,353,3,351,366,1.830078125,3.66015625,1.830078125,0.818359375,45.0,0.5205,0.464599609375
f10p0353t0351r04,10,353,4,351,367,1.9033203125,4.16015625,2.2578125,0.90283203125,48.0,0.5425,0.484375
f10p0353t0366r04,10,353,4,366,383,1.9599609375,4.234375,2.2734375,0.8623046875,51.0,0.527,0.493408203125
f10p0353t0368r01,10,353,1,368,381,2.412109375,3.982421875,1.5703125,0.74462890625,39.0,0.4944,0.51025390625
f10p0353t0368r02,10,353,2,368,382,1.98828125,3.580078125,1.5908203125,0.8203125,42.0,0.5254,0.490234375
f10p0353t0368r03,10,353,3,368,384,1.6298828125,3.208984375,1.578125,0.92333984375,48.0,0.5513,0.489990234375
f10p0353t0368r04,10,353,4,368,385,1.7744140625,3.4453125,1.671875,0.86328125,51.0,0.5415,0.490478515625
f10p0353t0381r01,10,353,1,381,399,2.03125,4.1015625,2.068359375,0.77001953125,54.0,0.516,0.5556640625
f10p0353t0381r02,10,353,2,381,400,1.951171875,4.4453125,2.49609375,0.87255859375,57.0,0.5454,0.53125
f10p0353t0382r03,10,353,3,382,396,1.7548828125,3.3359375,1.5810546875,0.83984375,42.0,0.568,0.5068359375
f10p0353t0382r04,10,353,4,382,399,1.82421875,3.53125,1.70703125,0.8125,51.0,0.5327,0.445068359375
f10p0353t0399r01,10,353,1,399,414,2.279296875,4.0390625,1.759765625,0.76416015625,45.0,0.5176,0.5322265625
f10p0353t0399r02,10,353,2,399,417,1.8212890625,4.11328125,2.291015625,0.87841796875,54.0,0.5503,0.490234375
f10p0353t0414r02,10,353,2,414,432,1.8896484375,3.86328125,1.97265625,0.84130859375,54.0,0.5327,0.50927734375
f10p0353t0417r03,10,353,3,417,436,2.015625,4.2890625,2.275390625,0.8125,57.0,0.533,0.5
f10p0353t0432r02,10,353,2,432,447,1.966796875,4.10546875,2.13671875,0.94775390625,45.0,0.529,0.52490234375
f10p0353t0432r03,10,353,3,432,447,1.8955078125,3.97265625,2.078125,0.96875,45.0,0.5835,0.50830078125
f10p0353t0439r02,10,353,2,439,446,2.732421875,3.70703125,0.97314453125,0.84521484375,21.0,0.5425,0.5087890625
f10p0353t0446r01,10,353,1,446,463,2.01953125,4.2421875,2.22265625,0.87744140625,51.0,0.4912,0.5361328125
f10p0353t0446r02,10,353,2,446,464,1.8896484375,3.91015625,2.021484375,0.81103515625,54.0,0.5327,0.517578125
f10p0353t0446r03,10,353,3,446,461,1.8857421875,3.716796875,1.8310546875,0.89990234375,45.0,0.533,0.47509765625
f10p0353t0461r04,10,353,4,461,475,1.951171875,3.66796875,1.7177734375,0.833984375,42.0,0.541,0.481201171875
f10p0353t0463r01,10,353,1,463,481,2.275390625,4.35546875,2.08203125,0.767578125,54.0,0.5103,0.492431640625
f10p0353t0463r02,10,353,2,463,482,1.966796875,4.5546875,2.587890625,0.857421875,57.0,0.5234,0.499755859375
f10p0353t0464r03,10,353,3,464,480,2.0234375,4.25,2.224609375,0.98046875,48.0,0.5293,0.489501953125
f10p0353t0464r04,10,353,4,464,481,1.8857421875,3.8515625,1.9658203125,0.84814453125,51.0,0.529,0.5107421875
f10p0353t0480r04,10,353,4,480,497,2.169921875,4.30078125,2.12890625,0.7705078125,51.0,0.5635,0.54638671875
