,sb,sd,delta,elong_rate,tau
2783,2.2749999,3.8672557,1.5922557,0.7923954655142376,42.5
2784,2.1020162,3.705,1.6029837,0.6345874820302128,57.5
2785,1.9499999,3.9263928,1.9763927,0.6161758855058646,72.5
2786,2.0149999,4.2527237,2.2377238,0.6945910116342396,65.0
2787,2.2749999,4.306286,2.0312862,0.7968774968927591,52.5
2788,2.0149999,4.9399996,2.925,0.7012603882820381,77.5
2789,2.6783981,4.755591,2.0771928,0.9172777568592725,42.5
2790,2.34,4.355,2.0149999,0.7062109736653125,52.5
2791,2.6368487,4.0299997,1.393151,0.5702600759618441,42.5
2792,1.6670055,3.745411,2.0784054,0.9048962121895651,57.5
2793,1.625,3.6169772,1.9919773,0.8805917194911415,52.5
2794,1.8199999,4.054245,2.2342453,0.7651589594131857,65.0
2795,1.885,4.745,2.86,0.7530018958178432,80.0
2796,1.8199999,3.540651,1.7206511,0.8643529791581003,47.5
2797,1.625,3.9568286,2.3318286,0.8881201788095323,62.5
2798,1.56,3.82151,2.2615101,0.8606447957909622,60.0
2799,1.7801564,3.9318655,2.151709,0.8105149269104006,60.0
2800,1.9671712,4.099176,2.1320045,0.5821627514802821,80.0
2801,1.6899999,4.5188265,2.8288264,0.6767631578846139,87.5
2802,1.9982697,3.2042851,1.2060155,0.6435931317217954,52.5
2803,2.2372224,3.9905963,1.7533739,0.83205420904484,45.0
2804,2.21,3.9696672,1.7596672,0.7922500309191248,47.5
2805,2.0149999,4.297512,2.282512,0.7319951424231903,67.5
2806,2.4589884,3.6919458,1.2329572,0.7390544933277179,35.0
2807,2.7234612,4.318365,1.5949038,0.5899013218126797,47.5
2808,1.56,4.001862,2.4418619,0.7662583885130226,70.0
2809,1.8483946,4.1840024,2.3356075,0.7843572698007465,70.0
2810,1.7945124,3.8670259,2.0725133,0.6878195926819959,67.5
2811,2.3145096,4.0299997,1.7154902,0.8040319094347879,45.0
2812,2.145,3.7747986,1.6297987,0.7010321786752337,55.0
2813,2.145,4.2327123,2.0877123,0.7096303235567533,62.5
2814,2.21,4.05345,1.8434501,0.6288759438887908,60.0
2815,2.0149999,4.4995847,2.4845846,0.6239616186388067,77.5
2816,2.145,3.649086,1.504086,0.7251057273463156,47.5
2817,1.885,3.8590708,1.9740709,0.670060405198773,70.0
2818,1.8059456,4.317992,2.5120463,0.5885173375047376,85.0
2819,1.8447589,3.8741772,2.0294185,0.8392928994220251,57.5
2820,1.9529164,4.068567,2.1156504,0.838882551834048,57.5
2821,2.3282611,4.195739,1.8674774,0.8210178942134153,45.0
2822,1.9499999,3.8999999,1.9499999,0.6949061204255707,70.0
2823,2.21,4.7087646,2.4987648,0.7475918021568885,62.5
2824,2.3530486,4.3913503,2.0383015,0.6211786387516904,62.5
2825,2.318124,4.181845,1.8637211,0.6851643993651237,55.0
2826,2.21,3.8999999,1.6899999,0.6881162540729213,62.5
2827,2.145,5.1741943,3.029194,0.6010848859102105,90.0
2828,2.34,4.3016815,1.9616816,0.6244877110994783,62.5
2829,2.34,4.1631126,1.8231127,0.6975703425221592,52.5
2830,1.8595067,3.9076777,2.0481708,0.8173190310485379,50.0
2831,1.8199999,3.9527268,2.132727,0.8032835815533078,55.0
2832,1.7549999,4.496708,2.7417078,0.7632330062941372,72.5
2833,1.8753638,3.8919265,2.0165627,0.515091116179831,90.0
2834,1.625,3.769987,2.1449873,0.757188443088375,70.0
2835,2.0457442,4.48376,2.4380157,0.7371072839031287,67.5
2836,1.885,4.3204226,2.4354227,0.7411064617450425,62.5
2837,2.0515587,4.524544,2.472985,0.8027942872658743,65.0
2838,1.6899999,3.7731364,2.0831366,0.6728016632531072,72.5
2839,2.1156383,3.8349998,1.7193615,0.7960531061345864,52.5
2840,2.1124854,3.9859307,1.8734455,0.7496459473344635,50.0
2841,1.7549999,4.070749,2.3157487,0.6914769093107185,75.0
2842,1.7549999,3.5510488,1.7960489,0.8172862032993188,55.0
2843,3.0247993,4.7465787,1.7217793,0.723450767292696,40.0
2844,2.4383385,4.4849997,2.0466614,0.8199417515804905,47.5
2845,2.08,4.507219,2.4272187,0.8887172773286893,52.5
2846,2.3127356,4.380988,2.0682526,0.9066038533260943,47.5
2847,2.240152,4.0551767,1.815025,0.8996169931748343,40.0
2848,1.849536,3.9938405,2.1443048,0.7694487812208085,60.0
2849,1.9188173,3.7257392,1.8069221,0.7027435883231767,60.0
2850,1.9745846,3.7515798,1.7769952,0.5427236228153622,72.5
2851,2.08,4.0299997,1.9499999,0.6783795124551523,60.0
2852,2.08,3.8349998,1.7549999,0.7364949119218912,55.0
2853,2.092154,4.615,2.522846,0.6360083659064953,82.5
2854,2.34,5.3438306,3.003831,0.6180846289517399,82.5
2855,2.6180642,4.821435,2.2033708,0.5667273105719152,65.0
2856,2.483148,4.951326,2.468178,0.5340002720004472,85.0
2857,1.8199999,4.1868553,2.3668554,0.7463276163736985,65.0
2858,1.9499999,4.3355417,2.385542,0.6162190839342354,80.0
2859,2.21,4.6384554,2.4284556,0.680996828463489,67.5
2860,2.145,4.0026026,1.8576028,0.6230193453249723,60.0
2861,1.8199999,4.161765,2.3417654,0.7322077943773684,72.5
2862,1.9268793,4.5208664,2.5939872,0.7839843769562543,65.0
2863,1.885,4.012021,2.127021,0.7798595287488861,60.0
2864,2.145,4.772591,2.6275914,0.7220779788513703,70.0
2865,2.2267234,4.140545,1.9138212,0.8702553315059305,45.0
2866,2.652483,4.2881584,1.6356757,0.7079411674948308,42.5
2867,2.1025004,3.9341748,1.8316745,0.6772585139067266,60.0
2868,2.405,4.63715,2.2321498,0.7830632890973805,52.5
2869,2.2897933,4.8874526,2.5976593,0.7878923166715182,62.5
2870,2.5586312,4.289999,1.7313676,0.5990188623403574,52.5
2871,3.12,5.5300484,2.4100482,0.57292506440355,57.5
2872,2.8231466,5.0154676,2.192321,0.5979026711505382,57.5
2873,2.5349998,4.8227477,2.2877479,0.6351343345642082,62.5
2874,2.4699998,4.615,2.145,0.7303415917730975,52.5
2876,2.1322565,4.134835,2.0025783,0.7983091684212342,50.0
2877,2.0149999,4.13818,2.12318,0.9212672957800353,50.0
2878,2.3619456,4.7945547,2.432609,0.7648588640416564,57.5
2879,2.320175,4.7838826,2.4637077,0.5860073509683071,75.0
2880,2.3348665,4.4011173,2.066251,0.8065576051410868,50.0
2881,2.0149999,4.215048,2.200048,0.6893706057621876,62.5
2882,2.405,3.8092113,1.4042114,0.7054958960589258,40.0
2883,2.2305014,4.289999,2.0594976,0.7901442540156371,52.5
2884,2.629866,4.9013767,2.2715108,0.6163558255709132,62.5
2885,2.6887667,4.771107,2.0823405,0.5975947204002949,62.5
2886,2.3078904,4.6364226,2.3285322,0.6545986448015476,67.5
2887,2.0376656,3.995141,1.9574755,0.48012125237102754,82.5
2888,2.0149999,4.0949993,2.0799994,0.7236145978096205,65.0
2889,2.0149999,4.265067,2.250067,0.7558132777006739,60.0
2890,2.15322,4.0584245,1.9052045,0.736232512014723,55.0
2891,1.9499999,3.725325,1.7753251,0.7208686628831708,57.5
2892,2.1860964,4.119462,1.9333653,0.8171742991397254,47.5
2893,2.0149999,4.260611,2.2456112,0.7793284059607463,60.0
2894,1.885,3.5587442,1.6737442,0.7528515062834087,50.0
2895,1.671081,3.8761957,2.2051146,0.8070604093782203,67.5
2896,2.0149999,4.390386,2.375386,0.7872557214590218,62.5
2897,1.9499999,3.8664153,1.9164153,0.8112992522004365,52.5
2898,1.9499999,4.06761,2.11761,0.9050905213320161,50.0
2899,1.8199999,4.272996,2.452996,0.8384207769540646,62.5
2900,1.9521129,3.8940704,1.9419576,0.734905464338218,60.0
2901,1.6899999,3.8952649,2.205265,0.7961912438808338,65.0
2902,1.885,3.8644795,1.9794796,0.91687051873458,50.0
2903,1.8339589,4.3333864,2.4994278,0.761985244331778,67.5
2904,2.2421174,4.248881,2.0067637,0.7584307512814281,55.0
2905,2.2749999,4.2513113,1.9763114,0.7959352206466775,50.0
2906,2.4882967,4.442365,1.9540687,0.6932167201847218,55.0
2907,2.4699998,3.9088838,1.4388839,0.6269273728409056,45.0
2908,2.405,4.431303,2.0263033,0.6494157399113473,57.5
2909,2.21,3.9293442,1.7193443,0.7482032173558282,50.0
2910,2.5142176,4.482145,1.9679273,0.8109283146105304,47.5
2911,2.08,4.580447,2.5004473,0.7046967417148534,72.5
2912,1.9499999,3.8251867,1.8751868,0.5567678482301776,77.5
2913,1.950375,4.0864825,2.1361072,0.7764559936523446,62.5
2914,2.3348546,4.217295,1.8824408,0.6856044744516334,52.5
2915,2.1942391,3.965,1.7707608,0.804644564578411,47.5
2916,2.21,4.4392185,2.2292185,0.845694418077344,52.5
2917,2.6158595,4.8893986,2.273539,0.833359065808745,47.5
2918,2.405,4.252437,1.8474371,0.7749593280048176,45.0
2919,2.405,4.5056763,2.1006765,0.789467135342685,52.5
2920,2.34,4.615,2.2749999,0.556900689678807,77.5
2921,2.3572636,4.6858373,2.3285737,0.6232786429143693,70.0
2922,2.405,4.967262,2.562262,0.7502660701585866,60.0
2923,2.405,4.1154075,1.7104074,0.7325087597495612,47.5
2924,2.145,3.77,1.625,0.6673015966043829,52.5
2925,1.9499999,3.8999999,1.9499999,0.7407378651545615,62.5
2926,2.08,3.9649994,1.8849994,0.6608107082660408,62.5
2927,2.08,4.904896,2.8248959,0.7156580202041125,77.5
2928,2.5592554,5.3941703,2.8349147,0.8836397047166704,52.5
2929,2.4699998,4.6515775,2.1815777,0.8418215902228109,47.5
2930,2.0149999,4.1393547,2.1243546,0.6035830075050884,67.5
2931,2.2749999,4.3422117,2.0672119,0.6242129182640883,67.5
2932,2.5123177,4.9186125,2.406295,0.8998854988499675,47.5
2933,2.2749999,4.622899,2.3478992,0.8195157527654343,55.0
2934,1.8704436,3.8349993,1.9645557,0.707105204264322,65.0
2935,1.6899999,3.7555633,2.0655632,0.6660940596231282,70.0
2936,1.885,4.22548,2.3404799,0.8290979972252511,62.5
2937,2.4699998,4.504648,2.0346484,0.9527780448689209,42.5
2938,2.145,4.3671675,2.2221675,0.633022747133753,72.5
2939,2.5349998,4.6413884,2.1063883,0.821967960511198,45.0
2940,2.145,4.5748215,2.4298217,0.9375534528261668,52.5
2941,2.174949,4.4849997,2.310051,0.7703556863686776,57.5
2942,1.8199999,4.4652195,2.6452196,0.6573256069326147,82.5
2943,1.885,4.6928816,2.8078816,0.6635463281839834,87.5
2944,2.405,4.8374023,2.4324024,0.6710252167977702,67.5
2945,2.2310474,3.9307601,1.6997129,0.6868171207249202,55.0
2946,2.08,3.856791,1.776791,0.8418290489598317,50.0
2947,1.9499999,4.5499997,2.6,0.6790341391048933,75.0
2948,2.3757327,4.615,2.239267,0.9164197585161983,45.0
2949,2.405,3.8480299,1.44303,0.8891601059462994,35.0
2950,1.885,4.7581797,2.8731797,0.7351194735496267,80.0
2951,2.08,4.4109693,2.3309693,0.8200172799108786,55.0
2952,1.9924701,3.7673733,1.7749032,0.7443454587345137,55.0
2953,2.145,4.3977633,2.2527633,0.791218503190593,57.5
2954,1.8199999,4.0711107,2.2511108,0.8797047072248483,57.5
2955,2.3680046,4.1438603,1.7758557,0.8282338783098843,45.0
2956,2.4343352,4.530484,2.096149,0.9009912490844725,47.5
2957,2.2749999,4.356643,2.0816433,0.8890891178473588,45.0
2958,2.2749999,3.705,1.43,0.5947232704658003,52.5
2959,2.0149999,3.9649994,1.9499995,0.8076334569361305,52.5
2960,2.0149999,3.9146056,1.8996058,0.7231877990390942,57.5
2961,1.7549999,3.965,2.21,0.8525609580330213,60.0
2962,2.0149999,3.7822232,1.7672234,0.8241343921288523,50.0
2963,1.7549999,3.965,2.21,0.6737254795163568,75.0
2964,1.7549999,4.1049795,2.3499794,0.7735809345734432,65.0
2965,2.225183,3.9832103,1.7580274,0.874365839057666,45.0
2966,2.090598,4.629762,2.539164,0.7032494051703088,70.0
2967,2.552905,4.146142,1.5932369,0.7188002819616358,45.0
2968,2.2749999,4.0509396,1.7759397,0.7502724065409077,52.5
2969,1.7549999,4.2927976,2.537798,0.642234237181311,85.0
2970,1.9499999,4.0651712,2.1151712,0.9077833869240501,52.5
2971,1.9791533,3.8926165,1.9134632,0.7370208681546718,62.5
2972,1.9499999,4.2552013,2.3052013,0.8937250823371493,55.0
2973,2.145,3.8839836,1.7389838,0.9395853491390441,40.0
2974,1.7549999,3.5099998,1.7549999,0.8957047813817063,47.5
2975,1.885,4.0255313,2.1405315,0.678964888743865,65.0
2976,1.9499999,4.717195,2.7671952,0.819185274424568,67.5
2977,2.0656078,4.9293537,2.863746,0.8460803046593299,65.0
2978,2.34,4.0949993,1.7549994,0.7984932701654109,45.0
2979,2.145,4.2398095,2.0948098,0.8272279688761374,55.0
2980,2.145,4.355,2.21,0.6228651982960686,67.5
2982,2.2749999,4.2056475,1.9306475,0.6881650518334446,60.0
2983,2.2539194,4.20251,1.9485905,0.8868832366754399,45.0
2984,1.885,3.77,1.885,0.9399738902277992,45.0
2985,2.0223253,4.078887,2.0565617,0.7587092150812569,60.0
2986,2.21,4.2664967,2.0564966,0.8494679802342469,47.5
2987,2.0998049,4.422602,2.3227975,0.929831336380599,52.5
2988,2.5349998,4.31509,1.7800901,0.7002886320415321,47.5
2989,1.9954977,3.6915154,1.6960179,0.8096200096876104,50.0
2990,1.885,4.324583,2.4395833,0.6708067015474067,72.5
2991,2.3211215,4.0551767,1.7340554,0.7313955708553926,47.5
2992,2.2749999,3.9913452,1.7163452,0.9487218516213587,37.5
2993,2.6825302,4.3664064,1.6838762,0.7026639767106491,45.0
2994,1.8199999,4.4427466,2.622747,0.7537511441545836,75.0
2995,2.34,4.2365227,1.8965229,0.6977730441403085,52.5
2996,2.1033723,5.0253096,2.921937,0.6552825232754705,80.0
2997,2.405,4.0598965,1.6548966,0.7071459720009242,47.5
2998,2.0149999,4.5173674,2.5023675,0.5427267315007057,87.5
2999,2.145,3.9823453,1.8373454,0.6766500225314849,52.5
3000,2.0149999,3.5749993,1.5599995,0.7246552454960811,52.5
3001,1.625,3.965,2.34,0.6987807673792664,77.5
3002,2.831635,4.583159,1.7515239,0.805927949793196,40.0
3003,2.21,4.575982,2.365982,0.7683326240207836,60.0
3004,1.9079959,4.0759025,2.1679065,0.7771178759061375,62.5
3005,1.9499999,3.7622242,1.8122243,0.8803153909027763,45.0
3006,2.0008397,5.0414762,3.0406363,0.6138911918759514,92.5
3007,2.05236,4.2547283,2.2023683,0.616719809659009,72.5
3008,2.21,4.2135334,2.0035334,0.7699563707624155,52.5
3009,1.9466852,3.7569773,1.8102921,0.7813742296767038,55.0
3010,2.08,4.699584,2.6195838,0.7886054105374409,67.5
3011,2.34,4.224999,1.8849989,0.5602900622441213,62.5
3012,2.145,4.1891117,2.044112,0.6639051153720946,65.0
3013,2.08,3.9862857,1.9062856,0.733105709564881,55.0
3014,2.08,4.3787804,2.2987802,0.5784143709367319,80.0
3015,2.145,3.8349998,1.6899999,0.811059610467207,47.5
3016,1.9499999,3.7966454,1.8466455,0.7144950221135061,62.5
3017,2.08,4.095,2.0149999,0.6543707304734449,62.5
3018,2.0149999,4.889489,2.8744893,0.6585441966210646,77.5
3019,2.1282501,3.9655201,1.83727,0.8766568068749417,45.0
3020,1.56,4.3230557,2.7630558,0.7896545545302608,82.5
3021,2.3186202,4.81,2.4913795,0.6936111352382565,65.0
3022,2.0149999,4.150505,2.1355052,0.8444342229273414,52.5
3023,2.08,4.13537,2.05537,0.8632724460802585,47.5
3024,2.1677709,4.018881,1.8511099,0.7482584568822823,57.5
3025,2.08,4.16,2.08,0.7760163672827948,57.5
3026,1.8199999,3.9551055,2.1351056,0.8636754642833346,57.5
3027,2.08,3.95179,1.8717902,0.8075995983037749,50.0
3028,1.98105,4.5914354,2.6103857,0.7356187200311334,72.5
3029,1.7549999,4.1489124,2.3939126,0.8710303986378195,65.0
3030,2.232836,3.9139605,1.6811243,0.6531057664730123,55.0
3031,2.34,4.300979,1.9609793,0.5858313801524404,67.5
3032,2.21,4.7555604,2.5455604,0.4757822044465227,97.5
3033,2.4699998,4.5499988,2.079999,0.7743471195171399,52.5
3034,2.21,5.08002,2.8700202,0.7130263583804971,70.0
3035,1.9694351,3.9966033,2.0271683,0.6868780117316786,70.0
3036,2.1142492,4.5499997,2.4357505,0.5372204163335623,92.5
3037,1.6899999,3.630936,1.940936,0.6981100718180329,65.0
3038,2.101335,4.2627316,2.1613967,0.8742670988646143,55.0
3039,1.7549999,3.3149998,1.56,0.6055310836205111,62.5
3040,1.56,4.06194,2.5019403,0.6930407415037634,80.0
3041,2.129812,4.4849997,2.355188,0.5678627771489758,82.5
3042,2.405,4.392025,1.9870251,0.8659747215247375,45.0
3043,2.21,4.004453,1.7944531,0.9613816878374868,42.5
3044,2.2749999,4.5499997,2.2749999,0.8790232507806087,50.0
3045,2.34,4.004758,1.6647578,0.872915840148925,37.5
3046,1.885,3.5749998,1.6899999,0.8130588481952613,52.5
3047,2.21,3.8492126,1.6392127,0.8486193901983198,45.0
3048,1.885,3.8304079,1.945408,0.7739765092924042,52.5
3049,1.885,4.332772,2.4477718,0.6083751649324727,85.0
3050,2.08,4.135743,2.0557432,0.7611213616231676,57.5
3051,2.08,3.72409,1.6440903,0.5896242266115934,60.0
3052,2.0149999,3.8349998,1.8199999,0.7263597688184906,57.5
3053,1.885,3.6399994,1.7549994,0.778565357796288,55.0
3054,1.885,3.7115545,1.8265547,0.6928972831139193,62.5
3055,1.8199999,4.1923738,2.372374,0.81191056031447,62.5
3056,2.1645803,4.6417522,2.4771717,0.6560369260319082,75.0
3057,2.241432,4.2776265,2.0361943,0.9039956644961709,47.5
3058,1.9499999,3.6399999,1.6899999,0.8592843564829431,50.0
3059,1.7549999,4.4831905,2.728191,0.8139110746837798,67.5
3060,2.180137,4.1723185,1.9921813,0.7410985288614611,55.0
3061,2.0149999,3.7141085,1.6991086,0.7461741698415639,47.5
3062,2.0623853,3.7916834,1.7292982,0.524238855873252,75.0
3063,1.885,4.42,2.5349998,0.8172220721816402,70.0
3064,2.1877882,4.066069,1.8782806,0.8642739346152842,47.5
3065,1.9200081,3.4415288,1.5215206,0.7999701048198495,47.5
3066,2.4398763,4.3611183,1.9212421,0.7690774486529933,45.0
3067,2.1714997,4.294885,2.1233854,0.6599803425715511,62.5
3068,2.21,3.6806238,1.470624,0.7185516457808651,47.5
3069,1.9802705,3.8020988,1.8218281,0.7040163609888637,52.5
3070,1.8228996,4.186104,2.363204,0.9237426318293042,60.0
3071,2.112971,3.8709493,1.7579781,0.6014112207163934,60.0
3073,1.9219978,3.9314394,2.0094416,0.45975110337540936,90.0
3074,2.1272006,3.77,1.6427991,0.6564975180644768,57.5
3075,2.3295338,4.423668,2.0941343,0.7893771877536513,52.5
3076,1.9499999,4.100231,2.1502311,0.6560556010710888,65.0
3077,2.405,4.754485,2.3494852,0.7714223164343533,57.5
3078,1.8356813,4.333356,2.4976745,0.7204124788932611,72.5
3079,1.9898063,3.445,1.4551935,0.7146476645218691,47.5
3080,2.4699998,4.16,1.6899999,0.7477418815388401,42.5
3081,2.4699998,4.5668817,2.0968816,0.7237371954118252,55.0
3082,2.21,4.1216416,1.9116417,0.625820415203387,62.5
3083,2.21,3.8473406,1.6373407,0.6800567286624387,55.0
3084,1.8360647,4.16,2.323935,0.525324365661968,92.5
3085,2.08,4.2459073,2.1659076,0.6107531589827505,72.5
3086,2.21,4.2547283,2.0447283,0.6681007401839557,60.0
3087,2.21,4.095,1.885,0.6914402785643164,55.0
3088,2.7949998,4.615,1.8199999,0.5388918959576168,57.5
3089,2.3380547,4.003532,1.6654774,0.8486503432778755,42.5
3090,2.2435684,3.8487463,1.6051779,0.605288952558469,65.0
3091,2.6,4.2460504,1.6460503,0.8020660736981562,40.0
3092,2.0373385,3.575839,1.5385003,0.7696690408807043,47.5
3093,2.3068507,4.0627174,1.7558665,0.680571013611633,52.5
3094,2.0149999,3.705,1.6899999,0.6478742135089358,60.0
3095,1.9308953,4.4110003,2.4801047,0.8249483563349799,62.5
3096,1.9499999,3.6401858,1.6901859,0.7010725892108404,60.0
3097,2.3664706,4.324583,1.9581125,0.8245266964561058,47.5
3098,1.7549999,3.752688,1.9976879,0.7571712288489687,62.5
3099,1.8199999,3.948716,2.128716,0.6673687072027285,70.0
3100,1.56,4.2664967,2.7064967,0.8427983880630271,70.0
3102,2.5349998,4.192614,1.657614,0.9223711558750715,37.5
3103,2.21,4.1566677,1.9466679,0.7646214547095377,52.5
3104,2.2287388,4.401993,2.173254,0.5600854009243066,72.5
3105,2.0039408,3.9428315,1.9388907,0.6218353802467883,67.5
3106,2.5000901,4.1975994,1.6975093,0.45402835664295044,67.5
3108,2.8923366,4.6189795,1.726643,0.6400526649073555,47.5
3109,2.0958645,4.707858,2.6119936,0.5820207724050321,87.5
3110,1.974168,3.705,1.730832,0.8666671853316446,50.0
3111,1.459436,3.7450352,2.285599,0.7567941932734192,80.0
3112,2.145,4.7205443,2.5755446,0.6672759702354129,67.5
3113,2.925,4.42,1.4949999,0.8215890192723527,32.5
3115,2.665,4.6871066,2.022107,0.6659274012405687,55.0
3116,2.2368011,4.3339505,2.0971494,0.7688471112932482,52.5
3117,2.21,3.8349998,1.625,0.6242481378408579,62.5
3118,2.0149999,4.3680935,2.3530934,0.6304467580884785,80.0
3119,2.21,4.355,2.145,0.7364800438108179,57.5
3120,2.21,4.190991,1.9809909,0.6957559676792333,60.0
3121,2.08,4.693076,2.613076,0.7212353739245155,72.5
3122,2.602888,4.23512,1.6322318,0.643522202341178,47.5
3123,2.21,3.705,1.4949999,0.6346403882019499,50.0
3124,1.8199999,4.1309037,2.3109038,0.6176478177571223,80.0
3125,2.145,4.453447,2.3084471,0.7754445980660064,57.5
3126,2.4773536,4.6196404,2.142287,0.7676117367693283,55.0
3127,2.0499027,3.7443542,1.6944517,0.735184237083293,55.0
3128,2.2362325,4.1911073,1.9548748,0.7562569308590608,52.5
3129,1.8199999,3.6775117,1.8575119,0.6280305295950576,75.0
3130,1.8199999,3.3726463,1.5526463,0.796326939471357,52.5
3131,2.0149999,3.907357,1.892357,0.7576920548648496,55.0
3132,1.885,3.8224351,1.9374353,0.9322423019645356,45.0
3133,2.0149999,3.9410305,1.9260306,0.8061648691393829,55.0
3134,2.21,3.5885034,1.3785033,0.7510627774631281,40.0
3135,2.08,4.375578,2.2955782,0.6939471030274434,70.0
3136,2.34,4.633966,2.293966,0.6838282770289607,67.5
3137,2.5349998,4.570523,2.0355227,0.6822159262042736,57.5
3138,2.4699998,4.5044227,2.0344229,0.6617759075089408,57.5
3139,2.5349998,4.745,2.21,0.7649196862232095,57.5
3140,2.6072125,4.615,2.0077875,0.7270408888508526,50.0
3141,2.4699998,4.354999,1.8849989,0.8224048915662265,47.5
3142,1.9499999,4.0299997,2.08,0.6364806242568541,70.0
3143,2.2517426,3.879351,1.6276082,0.65813041486238,47.5
3144,1.7814242,3.5232065,1.7417823,0.8120586036739487,50.0
3145,1.6899999,4.093533,2.403533,0.6537084887104653,77.5
3146,1.7549999,4.1497016,2.3947017,0.7891131285782697,67.5
3147,2.0149999,4.021384,2.0063837,0.8694124618133949,52.5
3148,2.08,4.1429152,2.0629156,0.8696249577906229,52.5
3149,2.1440148,4.1086497,1.9646348,0.849517744824402,50.0
3150,1.9720854,4.1425157,2.1704302,0.8915763087086847,52.5
3151,2.145,4.2761455,2.1311457,0.8375502673062405,52.5
3152,2.2252712,3.8847394,1.6594682,0.8573525232427232,42.5
3153,2.08,4.137793,2.0577934,0.8116153915207134,52.5
3154,2.73,4.29905,1.5690498,0.809984144273694,35.0
3155,2.665,4.307108,1.6421078,0.8436936582837796,37.5
3156,2.21,3.8999994,1.6899995,0.7568763030202765,50.0
3157,1.885,4.1234264,2.2384264,0.7775855020376351,65.0
3158,2.08,3.8349998,1.7549999,0.7697064734124527,52.5
3159,2.0149999,4.178203,2.1632032,0.6435183943198813,72.5
3160,2.08,4.355,2.2749999,0.5569350934797721,77.5
3161,2.2903621,3.8999999,1.6096376,0.5756104995408757,55.0
3162,2.145,4.385961,2.240961,0.5964448951905766,77.5
3163,2.34,4.463422,2.123422,0.7049669955558905,57.5
3164,1.9883196,3.754517,1.7661973,0.6762513190049387,62.5
3165,2.3154514,4.281059,1.9656073,0.9769655311808862,40.0
3166,2.048868,4.35279,2.3039222,0.8401374835741842,57.5
3167,1.9499999,4.1522903,2.2022903,0.8187623966352746,57.5
3168,2.0905979,4.0876126,1.997015,0.9386374925312245,47.5
3169,1.9216723,4.3455567,2.4238842,0.7863207062431,60.0
3170,1.7549999,3.6399994,1.8849994,0.8090109561271818,57.5
3171,2.7429113,4.7356267,1.9927152,0.7663222901961371,42.5
3172,1.8199999,3.8259,2.0059001,0.8206605383529956,57.5
3173,1.8917778,4.2694573,2.3776793,0.613784796741739,85.0
3174,1.9499999,3.689784,1.7397841,0.7826298763877501,47.5
3175,2.34,3.705,1.365,0.7870370864868159,40.0
3176,2.4699998,4.6253014,2.1553016,0.7270631121350576,52.5
3177,2.436317,4.16,1.7236829,0.8963918124928193,40.0
3178,2.1078718,4.29,2.182128,0.6574607086181641,65.0
3179,2.21,4.355,2.145,0.5604577228940765,72.5
3180,2.08,4.627597,2.547597,0.6440797824880814,75.0
3181,2.4699998,4.6443577,2.174358,0.8580252296046187,47.5
3182,2.3073063,4.131828,1.8245217,0.7606774268212282,52.5
3183,2.1221223,3.629596,1.5074736,0.7575599977475562,45.0
3184,1.8914104,4.29,2.3985896,0.6281799023620808,75.0
3185,1.885,4.438433,2.5534334,0.6234137756939245,82.5
3186,2.7594264,4.76999,2.0105636,0.7170630046299503,50.0
3187,2.2939756,4.635689,2.341713,0.8502197761040232,52.5
3188,2.3366094,4.1170106,1.7804012,0.9109155009774592,40.0
3189,2.2512112,3.8905032,1.6392921,0.8501630250145392,42.5
3190,2.08,4.42,2.34,0.7392540022043096,62.5
3191,2.0886073,4.1435704,2.054963,0.8202986407589586,52.5
3192,2.2955651,4.59613,2.3005648,0.80011502367706,57.5
3193,2.08,4.2158093,2.1358092,0.8769675391060977,52.5
3194,2.047039,4.143622,2.096583,0.7176109413478697,60.0
3195,2.0149999,3.881818,1.8668181,0.8275997190547161,50.0
3196,2.405,4.7721276,2.3671277,0.665303130516639,62.5
3197,2.4904509,5.41197,2.9215195,0.48472414055333946,97.5
3198,2.9899993,5.018,2.0280008,0.7965311583350696,42.5
3199,2.405,4.62067,2.21567,0.4723275413960657,80.0
3200,1.56,3.9179187,2.3579187,0.7441707376188832,72.5
3201,1.625,4.1559005,2.5309005,0.8663819129831085,70.0
3202,2.42908,4.7590466,2.3299663,0.8023921594991309,52.5
3203,2.4730241,4.279897,1.806873,0.6488260326528904,50.0
3204,2.3831127,4.016467,1.6333543,0.7494462016197163,45.0
3205,2.2690632,4.545286,2.2762232,0.6334332120046635,70.0
3206,2.21,4.217725,2.007725,0.8158386044036159,50.0
3207,2.446711,4.745,2.2982888,0.8180794975974331,52.5
3208,2.3725975,3.6399999,1.2674025,0.7542206439343094,35.0
3209,2.0149999,3.9649422,1.9499424,0.7621962355059633,57.5
3210,2.1768095,4.225,2.04819,0.5009981839887565,77.5
3211,2.2749999,4.955164,2.6801639,0.9096853155838798,50.0
3212,2.405,4.225,1.8199999,0.6715689628962946,57.5
3213,2.145,4.355,2.21,0.6613492057436979,70.0
3214,2.21,4.626381,2.4163811,0.6186265287728139,70.0
3215,2.145,4.16,2.0149999,0.7735071306104782,52.5
3216,2.145,4.0495057,1.9045058,0.7415426634988312,57.5
3217,2.2749999,3.8999999,1.625,0.7078677973352865,50.0
3218,1.9395939,4.05588,2.1162863,0.6770563474941597,67.5
3219,2.0149999,4.4504633,2.4354632,0.8599814713519551,60.0
3220,2.21,4.6932573,2.4832575,0.7333212358523644,65.0
