Channel,Events
13,1
21,2
22,1
23,2
24,2
25,5
26,2
27,10
28,6
29,4
30,10
31,19
32,15
33,26
34,34
35,37
36,48
37,58
38,74
39,106
40,118
41,156
42,241
43,327
44,432
45,497
46,653
47,775
48,943
49,1129
50,1401
51,1846
52,2009
53,2192
54,2153
55,1738
56,1439
57,1072
58,791
59,599
60,496
61,424
62,391
63,402
64,431
65,380
66,400
67,422
68,326
69,377
70,402
71,312
72,333
73,317
74,267
75,247
76,232
77,205
78,183
79,161
80,169
81,155
82,163
83,157
84,154
85,135
86,151
87,115
88,118
89,119
90,126
91,104
92,83
93,92
94,102
95,89
96,79
97,71
98,86
99,78
100,54
101,57
102,52
103,56
104,38
105,42
106,36
107,28
108,30
109,32
110,25
111,12
112,5
113,17
114,10
115,17
116,12
117,16
118,6
119,14
120,9
121,11
122,13
123,15
124,11
125,6
126,10
127,13
128,10
129,11
130,10
131,11
132,6
133,9
134,3
135,5
136,7
137,8
138,6
139,1
140,4
141,11
142,2
143,8
144,5
145,7
146,1
147,7
148,5
149,4
150,4
151,6
152,5
153,2
154,2
155,1
156,1
157,1
158,7
159,5
161,1
162,4
163,3
164,2
165,5
166,2
167,1
168,2
171,3
172,3
173,2
175,5
177,3
178,1
180,1
182,1
184,1
187,1
191,1
192,3
193,3
194,1
196,1
197,4
200,1
201,2
203,1
207,2
209,1
212,1
213,2
214,1
215,1
216,1
217,1
218,1
223,1
224,1
229,1
230,1
232,1
234,1
235,1
240,1
243,2
244,1
247,1
