Channel,Events
12,19
13,12
14,13
15,28
16,29
17,36
18,40
19,48
20,99
21,161
22,295
23,479
24,652
25,801
26,934
27,982
28,1074
29,1081
30,1143
31,1143
32,1223
33,1249
34,1200
35,1217
36,1228
37,1179
38,1196
39,1148
40,1099
41,1073
42,996
43,941
44,960
45,812
46,788
47,663
48,612
49,524
50,393
51,373
52,305
53,278
54,229
55,229
56,176
57,157
58,144
59,106
60,88
61,77
62,74
63,59
64,52
65,45
66,32
67,40
68,22
69,27
70,27
71,20
72,17
73,12
74,19
75,9
76,14
77,10
78,11
79,13
80,5
81,11
82,11
83,6
84,6
85,4
86,4
87,5
88,5
89,3
90,5
91,2
92,2
94,3
95,1
96,1
97,2
99,1
101,2
102,3
103,1
104,3
107,1
111,2
116,1
117,1
122,1
126,1
128,1
130,1
135,3
137,1
148,1
149,1
150,1
152,1
160,2
165,1
169,1
176,1
193,1
216,1
233,1
