Channel,Events
12,4
13,8
14,10
15,8
16,8
17,10
18,7
19,3
20,5
21,9
22,11
23,14
24,18
25,27
26,44
27,90
28,129
29,204
30,361
31,473
32,639
33,893
34,1054
35,1302
36,1382
37,1466
38,1527
39,1570
40,1518
41,1417
42,1253
43,1267
44,1149
45,1006
46,978
47,920
48,871
49,771
50,720
51,649
52,590
53,547
54,500
55,458
56,389
57,400
58,325
59,344
60,321
61,247
62,249
63,209
64,179
65,167
66,119
67,101
68,105
69,90
70,80
71,71
72,78
73,47
74,58
75,31
76,38
77,40
78,26
79,31
80,23
81,18
82,13
83,16
84,19
85,19
86,11
87,15
88,16
89,13
90,17
91,12
92,9
93,15
94,8
95,10
96,10
97,8
98,10
99,10
100,7
101,10
102,12
103,8
104,6
105,8
106,9
107,9
108,10
109,9
110,4
111,12
112,5
113,5
114,13
115,5
116,9
117,5
118,7
119,4
120,4
121,1
122,5
123,5
124,3
125,7
126,5
127,4
128,7
129,6
130,2
131,4
132,5
133,8
134,2
135,5
136,6
137,3
138,4
139,3
140,2
141,3
142,4
143,7
144,3
145,3
146,6
147,3
148,3
149,3
150,3
151,4
152,6
153,2
154,1
155,3
156,2
157,1
158,3
159,1
160,2
161,2
162,2
163,1
164,1
165,4
166,6
168,5
169,3
170,2
172,4
173,2
174,5
175,2
176,3
177,1
178,2
179,1
180,4
181,2
182,2
183,1
184,1
185,3
187,2
188,1
190,3
191,5
192,1
194,2
195,1
196,2
197,1
198,1
201,1
203,3
204,4
205,3
207,2
208,1
209,2
211,1
212,1
213,1
214,3
215,2
217,3
222,1
223,2
224,1
231,1
232,1
235,1
236,2
237,1
238,1
239,1
240,1
241,1
242,3
243,1
244,1
245,1
247,2
