Channel,Events
12,2
14,1
15,4
16,3
17,4
18,3
19,3
20,10
21,25
22,43
23,72
24,169
25,234
26,320
27,382
28,520
29,578
30,572
31,653
32,676
33,728
34,709
35,751
36,818
37,813
38,778
39,850
40,878
41,843
42,856
43,833
44,900
45,838
46,908
47,870
48,888
49,911
50,1041
51,1105
52,1238
53,1134
54,1057
55,838
56,716
57,551
58,433
59,382
60,269
61,259
62,239
63,224
64,207
65,217
66,183
67,193
68,190
69,167
70,170
71,163
72,123
73,122
74,117
75,92
76,100
77,76
78,78
79,64
80,55
81,40
82,40
83,35
84,32
85,26
86,25
87,23
88,25
89,15
90,15
91,18
92,22
93,15
94,15
95,14
96,15
97,11
98,13
99,9
100,14
101,12
102,4
103,4
104,3
105,6
106,2
107,3
108,8
109,3
110,1
111,1
112,3
113,4
114,5
115,2
116,1
117,2
118,5
121,6
122,2
123,2
124,2
127,1
130,1
132,1
133,1
134,1
136,1
137,2
150,1
151,1
156,1
181,1
182,1
192,2
195,1
198,1
216,1
239,1
242,1
