Channel,Events
12,1
14,1
17,5
18,1
19,1
20,1
21,6
22,8
23,5
24,6
25,6
26,5
27,4
28,6
29,4
30,3
31,4
32,11
33,4
34,7
35,10
36,9
37,6
38,4
39,1
40,7
41,6
42,5
43,4
44,4
45,9
46,13
47,18
48,36
49,64
50,89
51,184
52,314
53,422
54,500
55,640
56,707
57,611
58,524
59,462
60,398
61,353
62,301
63,284
64,291
65,263
66,268
67,248
68,222
69,233
70,221
71,232
72,219
73,234
74,248
75,211
76,236
77,231
78,264
79,267
80,306
81,282
82,342
83,323
84,321
85,330
86,326
87,349
88,366
89,370
90,351
91,384
92,400
93,441
94,429
95,462
96,522
97,551
98,616
99,627
100,738
101,815
102,897
103,977
104,1021
105,1080
106,1042
107,966
108,927
109,751
110,655
111,472
112,411
113,343
114,237
115,186
116,141
117,109
118,87
119,85
120,53
121,51
122,48
123,40
124,27
125,28
126,25
127,16
128,23
129,10
130,12
131,13
132,13
133,10
134,11
135,14
136,11
137,11
138,14
139,11
140,12
141,9
142,11
143,8
144,7
145,15
146,17
147,6
148,9
149,6
150,14
151,9
152,13
153,16
154,8
155,13
156,8
157,11
158,11
159,16
160,4
161,14
162,14
163,9
164,6
165,8
166,14
167,8
168,6
169,7
170,5
171,7
172,10
173,12
174,6
175,10
176,8
177,5
178,9
179,8
180,3
181,7
182,8
183,9
184,6
185,7
186,7
187,13
188,13
189,7
190,8
191,4
192,7
193,7
194,8
195,9
196,1
197,7
198,5
199,5
200,11
201,8
202,3
203,4
204,9
205,3
206,1
207,5
208,3
209,8
210,4
211,5
212,6
213,7
214,4
215,4
216,5
217,3
218,2
219,5
220,4
221,3
223,3
224,3
225,1
226,1
227,2
228,1
229,1
230,1
231,1
232,3
233,3
234,1
235,1
236,2
237,1
238,1
239,1
242,1
243,3
244,1
245,2
246,4
247,2
