Channel,Events
12,15
13,10
14,10
15,10
16,12
17,10
18,6
19,11
20,13
21,15
22,12
23,20
24,9
25,12
26,7
27,9
28,10
29,8
30,7
31,7
32,11
33,12
34,28
35,19
36,37
37,57
38,85
39,116
40,227
41,458
42,848
43,1531
44,2134
45,2310
46,1944
47,1288
48,715
49,295
50,141
51,63
52,60
53,67
54,84
55,91
56,110
57,95
58,136
59,144
60,192
61,215
62,300
63,392
64,466
65,469
66,581
67,608
68,580
69,611
70,638
71,597
72,569
73,561
74,587
75,485
76,479
77,458
78,420
79,412
80,396
81,412
82,439
83,525
84,605
85,657
86,714
87,721
88,720
89,586
90,456
91,345
92,227
93,125
94,87
95,52
96,41
97,27
98,23
99,31
100,32
101,25
102,17
103,12
104,17
105,12
106,12
107,11
108,8
109,11
110,16
111,9
112,10
113,9
114,8
115,7
116,7
117,8
118,9
119,11
120,13
121,4
122,8
123,14
124,11
125,12
126,2
127,11
128,10
129,8
130,7
131,11
132,8
133,6
134,9
135,8
136,8
137,4
138,4
139,3
140,5
141,1
142,4
143,4
144,1
145,7
146,2
147,4
148,4
149,2
150,4
151,2
152,4
153,2
154,4
155,2
156,3
157,1
158,3
159,1
160,2
161,2
162,4
163,1
164,2
166,1
167,2
168,1
169,3
171,3
173,1
178,1
179,1
181,1
183,1
184,1
185,2
188,1
189,1
193,1
194,1
195,1
197,1
198,2
200,2
201,1
203,1
205,1
208,1
210,1
211,2
214,2
217,1
221,1
222,1
223,1
224,1
227,1
228,1
233,1
241,1
