Channel,Events
12,4
13,2
14,3
15,2
16,1
18,2
19,3
20,2
21,1
22,1
23,4
24,7
25,6
26,14
27,20
28,43
29,58
30,87
31,154
32,309
33,522
34,755
35,1093
36,1355
37,1616
38,1736
39,1802
40,1662
41,1513
42,1471
43,1279
44,1252
45,1149
46,1064
47,1004
48,891
49,825
50,768
51,754
52,700
53,618
54,594
55,628
56,623
57,523
58,465
59,393
60,375
61,287
62,278
63,208
64,187
65,175
66,152
67,168
68,112
69,114
70,99
71,91
72,72
73,58
74,67
75,46
76,34
77,36
78,20
79,17
80,20
81,19
82,13
83,13
84,7
85,6
86,6
87,5
88,7
89,4
90,6
91,5
92,4
93,6
94,5
95,2
96,5
97,5
98,3
99,3
100,3
101,4
102,7
103,3
104,5
105,6
106,1
107,4
108,2
109,3
112,1
113,3
114,6
115,1
116,1
118,1
120,1
121,1
123,3
126,1
127,1
128,1
130,1
133,1
139,2
140,1
141,2
145,1
150,1
155,1
157,1
158,1
163,2
172,1
187,1
189,2
191,1
214,1
217,1
