Channel,Events
12,19
13,13
14,11
15,14
16,12
17,21
18,43
19,110
20,207
21,417
22,733
23,987
24,1293
25,1417
26,1508
27,1470
28,1496
29,1456
30,1488
31,1442
32,1428
33,1423
34,1310
35,1316
36,1254
37,1241
38,1073
39,966
40,848
41,849
42,735
43,659
44,576
45,488
46,431
47,296
48,281
49,215
50,179
51,163
52,118
53,93
54,70
55,58
56,50
57,45
58,42
59,35
60,31
61,30
62,23
63,14
64,17
65,20
66,16
67,16
68,14
69,11
70,10
71,8
72,10
73,10
74,5
75,5
76,2
77,5
78,5
79,2
80,3
81,6
82,3
83,1
84,1
85,4
86,3
87,3
88,5
89,2
90,3
91,1
94,1
96,3
97,3
98,2
100,3
104,1
106,2
107,3
108,1
110,1
113,2
115,1
117,1
120,1
121,2
130,1
134,2
135,1
136,1
139,2
147,1
149,1
150,1
155,1
159,1
160,1
165,1
171,1
173,1
182,1
183,1
184,1
187,1
189,2
192,1
206,1
240,1
