Channel,Events
12,8
13,6
14,11
15,10
16,10
17,5
18,14
19,11
20,18
21,13
22,34
23,55
24,87
25,139
26,238
27,369
28,584
29,814
30,1080
31,1337
32,1564
33,1529
34,1692
35,1655
36,1576
37,1478
38,1465
39,1266
40,1252
41,1187
42,1112
43,965
44,940
45,855
46,769
47,616
48,637
49,584
50,478
51,416
52,373
53,348
54,306
55,263
56,259
57,214
58,171
59,136
60,132
61,112
62,96
63,78
64,62
65,51
66,63
67,39
68,39
69,33
70,28
71,21
72,19
73,22
74,16
75,15
76,20
77,10
78,11
79,9
80,12
81,11
82,10
83,11
84,10
85,17
86,13
87,4
88,5
89,5
90,4
91,7
92,4
93,4
94,10
95,7
96,3
97,4
98,3
99,4
100,5
101,1
102,8
103,5
104,5
105,3
106,3
107,2
108,4
109,2
110,7
111,2
112,6
113,3
114,2
115,4
116,4
117,2
118,1
119,5
120,3
121,2
122,2
123,6
124,2
125,5
126,3
127,2
128,4
129,4
130,3
131,1
132,4
133,2
134,2
135,3
136,2
138,3
139,5
140,2
142,1
143,3
144,3
145,2
146,2
147,3
148,1
150,4
151,1
152,2
153,3
154,1
155,1
156,4
157,3
159,2
160,1
161,1
162,3
163,4
164,1
165,1
166,2
167,3
169,3
171,2
172,1
173,2
174,1
175,2
176,1
177,1
178,1
179,2
181,3
183,1
184,2
185,1
186,1
187,3
188,1
189,2
190,1
192,1
193,2
195,1
196,1
200,1
203,2
204,4
206,1
208,1
209,1
210,1
211,2
212,1
217,3
218,5
219,2
220,3
221,2
222,2
223,4
224,1
226,1
227,1
229,2
230,1
231,3
234,1
235,1
237,2
240,1
241,1
242,2
243,2
