Channel,Events
12,20
13,18
14,15
15,16
16,21
17,15
18,49
19,97
20,200
21,397
22,631
23,822
24,1114
25,1150
26,1298
27,1342
28,1390
29,1355
30,1362
31,1325
32,1385
33,1347
34,1384
35,1243
36,1231
37,1199
38,1205
39,1072
40,1043
41,872
42,814
43,686
44,609
45,560
46,486
47,411
48,369
49,292
50,260
51,177
52,153
53,120
54,101
55,76
56,66
57,58
58,45
59,46
60,32
61,32
62,27
63,26
64,18
65,14
66,13
67,9
68,16
69,19
70,6
71,7
72,8
73,5
74,5
75,8
76,11
77,6
78,8
79,6
80,7
81,5
82,1
83,1
84,5
85,1
86,2
87,3
88,2
89,3
91,4
92,4
93,2
94,2
95,1
96,1
97,2
99,2
101,1
104,2
105,1
106,2
113,1
114,1
115,1
116,2
122,3
125,1
126,1
133,1
144,1
150,1
169,1
174,1
183,1
187,1
196,1
203,1
235,1
