Channel,Events
12,24
13,19
14,14
15,16
16,22
17,17
18,13
19,40
20,74
21,112
22,247
23,463
24,757
25,1128
26,1660
27,2116
28,2630
29,2599
30,2751
31,2664
32,2538
33,2435
34,2249
35,2151
36,2007
37,1784
38,1679
39,1602
40,1359
41,1227
42,1146
43,967
44,883
45,783
46,752
47,565
48,511
49,458
50,381
51,334
52,304
53,245
54,210
55,158
56,130
57,119
58,81
59,84
60,49
61,51
62,38
63,30
64,31
65,23
66,18
67,18
68,13
69,15
70,14
71,14
72,13
73,6
74,8
75,9
76,10
77,7
78,12
79,3
80,5
81,5
82,2
83,9
84,4
85,7
86,1
87,5
88,1
89,1
90,2
91,2
92,1
93,4
94,2
95,2
96,1
97,4
98,2
99,5
100,1
101,2
102,3
103,1
104,1
105,2
106,1
107,4
109,1
110,3
111,1
113,3
114,3
115,1
116,2
117,1
118,4
119,1
120,1
121,1
123,2
124,2
126,2
127,1
130,1
131,2
133,1
134,1
135,1
136,1
137,1
144,1
145,1
147,1
151,1
155,1
157,2
159,2
160,1
161,1
166,1
173,1
174,1
176,1
177,1
178,3
187,1
197,2
198,1
209,1
210,1
212,1
214,1
223,1
236,1
245,1
