Channel,Events
12,2
13,2
14,2
15,3
16,1
17,3
20,2
21,1
22,1
24,1
25,3
26,6
27,3
28,5
29,7
30,9
31,9
32,14
33,14
34,19
35,14
36,22
37,34
38,48
39,63
40,92
41,163
42,213
43,348
44,506
45,692
46,892
47,1147
48,1302
49,1511
50,1687
51,1773
52,1744
53,1559
54,1394
55,1150
56,984
57,902
58,796
59,753
60,762
61,785
62,775
63,691
64,640
65,586
66,597
67,524
68,490
69,490
70,431
71,478
72,411
73,396
74,433
75,461
76,459
77,406
78,430
79,349
80,360
81,326
82,323
83,256
84,224
85,208
86,170
87,170
88,138
89,127
90,101
91,119
92,109
93,74
94,67
95,73
96,69
97,58
98,36
99,42
100,28
101,36
102,22
103,25
104,23
105,18
106,9
107,9
108,12
109,9
110,8
111,12
112,5
113,6
114,7
115,13
116,6
117,6
118,12
119,4
120,7
121,7
122,7
123,4
124,5
125,7
126,5
127,2
128,4
129,4
130,3
131,1
132,5
133,1
134,4
135,4
136,3
137,3
138,4
139,3
140,1
141,4
142,2
143,5
145,2
146,3
147,3
148,3
150,2
151,1
153,3
154,2
155,2
157,1
158,3
159,2
160,1
164,1
165,2
166,2
170,2
171,3
176,1
182,1
184,2
189,1
192,1
194,2
196,1
197,1
199,2
204,3
208,1
211,1
212,1
213,1
223,1
226,1
234,1
235,1
244,1
245,1
247,1
